Candidate,Party
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-30.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zMC5qcGciLCJpYXQiOjE3NzQ2NDU4NzgsImV4cCI6MTgwNjE4MTg3OH0.hClojIycAXyfBuklS7DL8mTvDiy1qWOl0Ab1sJ-XJhk,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-31.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zMS5qcGciLCJpYXQiOjE3NzQ2NDU4ODMsImV4cCI6MTgwNjE4MTg4M30.iChnGSVdvgV6-CEl5aeTu2XcH8P1YvxVeTkPIZ_7xNU,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-32.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zMi5qcGciLCJpYXQiOjE3NzQ2NDU4OTgsImV4cCI6MTgwNjE4MTg5OH0.aZEfJ8cC5KxXcrJxV7yvZHdJs6X1ZnTLrOQDQ72Xzo0,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-33.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zMy5qcGciLCJpYXQiOjE3NzQ2NDU5MzEsImV4cCI6MTgwNjE4MTkzMX0.oXCzDtdvG5EKTEhVmuADvwUKMN6Pn8DayfGGfZWCwzY,
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-34.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zMy5qcGciLCJpYXQiOjE3NzQ2NDU5NDksImV4cCI6MTgwNjE4MTk0OX0.px5KBrxl45wIPwEiyIT5ag3h4bLN9l0vbo06varmjkc,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-35.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zNS5qcGciLCJpYXQiOjE3NzQ2NDU5NjAsImV4cCI6MTgwNjE4MTk2MH0.lK7KZmJVpqL2xK2sK3nK4oK5pK6qK7rK8sK9tK0uK1,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjI1MCwiZXhwIjoxODA2MTgyMjUwfQ.K1vL2mL3nL4oL5pL6qL7rL8sL9tL0uL1vL2wL3xL4
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-36.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zNi5qcGciLCJpYXQiOjE3NzQ2NDU5NzAsImV4cCI6MTgwNjE4MTk3MH0.aB1cD2eF3gH4iJ5kL6mN7oP8qR9sTuVwXyZaBcDeFg,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjI2MCwiZXhwIjoxODA2MTgyMjYwfQ.F5gH6iJ7kL8mN9oP0qR1sTuVwXyZaBcDeFgHiJkLmNo
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-37.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zNy5qcGciLCJpYXQiOjE3NzQ2NDU5NzUsImV4cCI6MTgwNjE4MTk3NX0.nO1pQ2rS3tU4vV5wW6xX7yY8zZ9aBbCcDdEeFfGgHh,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjI3MCwiZXhwIjoxODA2MTgyMjcwfQ.S3tU4vV5wW6xX7yY8zZ9aBbCcDdEeFfGgHhIiJjKkLl
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-38.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zOC5qcGciLCJpYXQiOjE3NzQ2NDU5ODAsImV4cCI6MTgwNjE4MTk4MH0.uV5wW6xX7yY8zZ9aBbCcDdEeFfGgHhIiJjKkLlMmNnOo,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjI4MCwiZXhwIjoxODA2MTgyMjgwfQ.W6xX7yY8zZ9aBbCcDdEeFfGgHhIiJjKkLlMmNnOoPpQq
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-39.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS0zOS5qcGciLCJpYXQiOjE3NzQ2NDU5ODUsImV4cCI6MTgwNjE4MTk4NX0.xX7yY8zZ9aBbCcDdEeFfGgHhIiJjKkLlMmNnOoPpQqRrSs,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjI5MCwiZXhwIjoxODA2MTgyMjkwfQ.Y8zZ9aBbCcDdEeFfGgHhIiJjKkLlMmNnOoPpQqRrSstt
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-40.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS00MC5qcGciLCJpYXQiOjE3NzQ2NDU5OTAsImV4cCI6MTgwNjE4MTk5MH0.zZ9aBbCcDdEeFfGgHhIiJjKkLlMmNnOoPpQqRrSsttUuVv,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjMwMCwiZXhwIjoxODA2MTgyMzAwfQ.aBbCcDdEeFfGgHhIiJjKkLlMmNnOoPpQqRrSsttUuVvWwXx
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-41.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS00MS5qcGciLCJpYXQiOjE3NzQ2NDU5OTUsImV4cCI6MTgwNjE4MTk5NX0.BbCcDdEeFfGgHhIiJjKkLlMmNnOoPpQqRrSsttUuVvWwXxYyZz,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjMxMCwiZXhwIjoxODA2MTgyMzEwfQ.CcDdEeFfGgHhIiJjKkLlMmNnOoPpQqRrSsttUuVvWwXxYyZzAa
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-42.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS00Mi5qcGciLCJpYXQiOjE3NzQ2NDYwMDAsImV4cCI6MTgwNjE4MjAwMH0.DdEeFfGgHhIiJjKkLlMmNnOoPpQqRrSsttUuVvWwXxYyZzAaBb,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjMyMCwiZXhwIjoxODA2MTgyMzIwfQ.EeFfGgHhIiJjKkLlMmNnOoPpQqRrSsttUuVvWwXxYyZzAaBbCc
https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/candidates/Image-43.jpg?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi1idWNrZXQvY2FuZGlkYXRlcy9JbWFnZS00My5qcGciLCJpYXQiOjE3NzQ2NDYwMDUsImV4cCI6MTgwNjE4MjAwNX0.FfGgHhIiJjKkLlMmNnOoPpQqRrSsttUuVvWwXxYyZzAaBbCcDd,https://qqoywnidyqyoqjalvcpu.supabase.co/storage/v1/object/sign/election-bucket/parties/Palmtree%20Icon.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV81MmNlZmY0Mi1iZjdkLTQzMDMtOTA0Ny01MjQwYThjMDJmNDgiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJlbGVjdGlvbi9idWNrZXQvcGFydGllcy9QYWxtdHJlZSBJY29uLnBuZyIsImlhdCI6MTc3NDY0NjMzMCwiZXhwIjoxODA2MTgyMzMwfQ.GgHhIiJjKkLlMmNnOoPpQqRrSsttUuVvWwXxYyZzAaBbCcDdEe
